Stage,Date,Year,Month,Day,Distance,Origin,Destination,Type,Winner,Winner_Country
3,1927-06-21,1927,6,21,225.0,Le Havre,Caen,Team time trial,Hector Martin,BEL
4,1927-06-22,1927,6,22,140.0,Caen,Cherbourg,Team time trial,Camille van de Casteele,BEL
5,1927-06-23,1927,6,23,199.0,Cherbourg,Dinan,Team time trial,Ferdinand Le Drogo,FRA
6,1927-06-24,1927,6,24,206.0,Dinan,Brest,Team time trial,André Leducq,FRA
7,1927-06-25,1927,6,25,207.0,Brest,Vannes,Team time trial,Gustaaf van Slembrouck,BEL
8,1927-06-26,1927,6,26,204.0,Vannes,Les Sables d'Olonne,Team time trial,Raymond Decorte,BEL
9,1927-06-27,1927,6,27,285.0,Les Sables d'Olonne,Bordeaux,Team time trial,Adelin Benoit,BEL
10,1927-06-28,1927,6,28,189.0,Bordeaux,Bayonne,Plain stage,Pé Verhaegen,BEL
11,1927-06-30,1927,6,30,326.0,Bayonne,Luchon,Stage with mountain(s),Nicolas Frantz,LUX
12,1927-07-02,1927,7,2,323.0,Luchon,Perpignan,Stage with mountain(s),Gustaaf van Slembrouck,BEL
13,1927-07-04,1927,7,4,360.0,Perpignan,Marseille,Plain stage,Maurice Dewaele,BEL
14,1927-07-05,1927,7,5,120.0,Marseille,Toulon,Team time trial,Antonin Magne,FRA
15,1927-07-06,1927,7,6,220.0,Toulon,Nice,Stage with mountain(s),Nicolas Frantz,LUX
16,1927-07-08,1927,7,8,275.0,Nice,Briançon,Stage with mountain(s),Julien Vervaecke,BEL
17,1927-07-09,1927,7,9,283.0,Briançon,Evian,Stage with mountain(s),Pé Verhaegen,BEL
18,1927-07-11,1927,7,11,213.0,Evian,Pontarlier,Team time trial,Adelin Benoit,BEL
19,1927-07-12,1927,7,12,119.0,Pontarlier,Belfort,Team time trial,Maurice Geldhof,BEL
20,1927-07-13,1927,7,13,145.0,Belfort,Strasbourg,Team time trial,Raymond Decorte,BEL
21,1927-07-14,1927,7,14,165.0,Strasbourg,Metz,Team time trial,Nicolas Frantz,LUX
22,1927-07-15,1927,7,15,159.0,Metz,Charleville,Team time trial,Hector Martin,BEL
23,1927-07-16,1927,7,16,270.0,Charleville,Dunkerque,Team time trial,André Leducq,FRA
24,1927-07-17,1927,7,17,344.0,Dunkerque,Paris,Plain stage,André Leducq,FRA
1,1926-06-20,1926,6,20,373.0,Evian,Mülhausen,Plain stage,Jules Buysse,BEL
2,1926-06-22,1926,6,22,334.0,Mülhausen,Metz,Plain stage,Aimé Dossche,BEL
3,1926-06-24,1926,6,24,433.0,Metz,Dunkerque,Plain stage,Gustaaf van Slembrouck,BEL
4,1926-06-26,1926,6,26,361.0,Dunkerque,Le Havre,Plain stage,Félix Sellier,BEL
5,1926-06-28,1926,6,28,357.0,Le Havre,Cherbourg,Plain stage,Adelin Benoit,BEL
6,1926-06-30,1926,6,30,405.0,Cherbourg,Brest,Plain stage,Joseph van Dam,BEL
7,1926-07-02,1926,7,2,412.0,Brest,Les Sables d'Olonne,Plain stage,Nicolas Frantz,LUX
8,1926-07-03,1926,7,3,285.0,Les Sables d'Olonne,Bordeaux,Plain stage,Joseph van Dam,BEL
9,1926-07-04,1926,7,4,189.0,Bordeaux,Bayonne,Plain stage,Nicolas Frantz,LUX
10,1926-07-06,1926,7,6,326.0,Bayonne,Luchon,Stage with mountain(s),Lucien Buysse,BEL
11,1926-07-08,1926,7,8,323.0,Luchon,Perpignan,Stage with mountain(s),Lucien Buysse,BEL
12,1926-07-10,1926,7,10,427.0,Perpignan,Toulon,Plain stage,Nicolas Frantz,LUX
13,1926-07-12,1926,7,12,280.0,Toulon,Nice,Plain stage,Nicolas Frantz,LUX
14,1926-07-14,1926,7,14,275.0,Nice,Briançon,Stage with mountain(s),Bartolomeo Aimo,ITA
15,1926-07-16,1926,7,16,303.0,Briançon,Evian,Stage with mountain(s),Joseph van Dam,BEL
16,1926-07-17,1926,7,17,321.0,Evian,Dijon,Plain stage,Camille van de Casteele,BEL
17,1926-07-18,1926,7,18,341.0,Dijon,Paris,Plain stage,Aimé Dossche,BEL
1,1925-06-21,1925,6,21,340.0,Paris,Le Havre,Plain stage,Ottavio Bottecchia,ITA
2,1925-06-23,1925,6,23,371.0,Le Havre,Cherbourg,Plain stage,Romain Bellenger,FRA
3,1925-06-25,1925,6,25,405.0,Cherbourg,Brest,Plain stage,Louis Mottiat,BEL
4,1925-06-26,1925,6,26,208.0,Brest,Vannes,Plain stage,Nicolas Frantz,LUX
5,1925-06-27,1925,6,27,204.0,Vannes,Les Sables-d'Olonne,Plain stage,Nicolas Frantz,LUX
6,1925-06-28,1925,6,28,293.0,Les Sables-d'Olonne,Bordeaux,Plain stage,Ottavio Bottecchia,ITA
7,1925-06-29,1925,6,29,189.0,Bordeaux,Bayonne,Plain stage,Ottavio Bottecchia,ITA
8,1925-07-01,1925,7,1,326.0,Bayonne,Luchon,Stage with mountain(s),Adelin Benoît,BEL
9,1925-07-03,1925,7,3,323.0,Luchon,Perpignan,Stage with mountain(s),Nicolas Frantz,LUX
10,1925-07-04,1925,7,4,215.0,Perpignan,Nîmes,Plain stage,Theophile Beeckman,BEL
11,1925-07-05,1925,7,5,215.0,Nîmes,Toulon,Plain stage,Lucien Buysse,BEL
12,1925-07-07,1925,7,7,280.0,Toulon,Nice,Stage with mountain(s),Lucien Buysse,BEL
13,1925-07-09,1925,7,9,275.0,Nice,Briançon,Stage with mountain(s),Bartolomeo Aimo,ITA
14,1925-07-11,1925,7,11,303.0,Briançon,Evian,Stage with mountain(s),Hector Martin,BEL
15,1925-07-13,1925,7,13,373.0,Evian,Mulhouse,Stage with mountain(s),Nicolas Frantz,LUX
16,1925-07-15,1925,7,15,334.0,Mulhouse,Metz,Plain stage,Hector Martin,BEL
17,1925-07-17,1925,7,17,433.0,Metz,Dunkerque,Plain stage,Hector Martin,BEL
18,1925-07-19,1925,7,19,343.0,Dunkerque,Paris,Plain stage,Ottavio Bottecchia,ITA
1,1924-06-22,1924,6,22,381.0,Paris,Le Havre,Plain stage,Ottavio Bottecchia,ITA
2,1924-06-24,1924,6,24,371.0,Le Havre,Cherbourg,Plain stage,Romain Bellenger,FRA
3,1924-06-26,1924,6,26,405.0,Cherbourg,Brest,Plain stage,Philippe Thys  Théophile Beeckman,"c(""BEL"", ""BEL"")"
4,1924-06-28,1924,6,28,412.0,Brest,Les Sables-d'Olonne,Plain stage,Félix Goethals,FRA
5,1924-06-30,1924,6,30,482.0,Les Sables-d'Olonne,Bayonne,Plain stage,Omer Huyse,BEL
6,1924-07-02,1924,7,2,326.0,Bayonne,Luchon,Stage with mountain(s),Ottavio Bottecchia,ITA
7,1924-07-04,1924,7,4,323.0,Luchon,Perpignan,Stage with mountain(s),Ottavio Bottecchia,ITA
8,1924-07-06,1924,7,6,427.0,Perpignan,Toulon,Plain stage,Louis Mottiat,BEL
9,1924-07-08,1924,7,8,280.0,Toulon,Nice,Stage with mountain(s),Philippe Thys,BEL
10,1924-07-10,1924,7,10,275.0,Nice,Briançon,Stage with mountain(s),Giovanni Brunero,ITA
11,1924-07-12,1924,7,12,307.0,Briançon,Gex,Stage with mountain(s),Nicolas Frantz,LUX
12,1924-07-14,1924,7,14,360.0,Gex,Strasbourg,Stage with mountain(s),Nicolas Frantz,LUX
13,1924-07-16,1924,7,16,300.0,Strasbourg,Metz,Plain stage,Arsène Alancourt,FRA
14,1924-07-18,1924,7,18,433.0,Metz,Dunkerque,Plain stage,Romain Bellenger,FRA
15,1924-07-20,1924,7,20,343.0,Dunkerque,Paris,Plain stage,Ottavio Bottecchia,ITA
1,1923-06-24,1923,6,24,381.0,Paris,Le Havre,Plain stage,Robert Jacquinot,FRA
2,1923-06-26,1923,6,26,371.0,Le Havre,Cherbourg,Plain stage,Ottavio Bottecchia,ITA
3,1923-06-28,1923,6,28,405.0,Cherbourg,Brest,Plain stage,Henri Pélissier,FRA
4,1923-06-30,1923,6,30,412.0,Brest,Les Sables d'Olonne,Plain stage,Albert Dejonghe,BEL
5,1923-07-02,1923,7,2,482.0,Les Sables d'Olonne,Bayonne,Plain stage,Robert Jacquinot,FRA
6,1923-07-04,1923,7,4,326.0,Bayonne,Luchon,Stage with mountain(s),Jean Alavoine,FRA
7,1923-07-06,1923,7,6,323.0,Luchon,Perpignan,Stage with mountain(s),Jean Alavoine,FRA
8,1923-07-08,1923,7,8,427.0,Perpignan,Toulon,Plain stage,Lucien Buysse,BEL
9,1923-07-10,1923,7,10,281.0,Toulon,Nice,Stage with mountain(s),Jean Alavoine,FRA
10,1923-07-12,1923,7,12,275.0,Nice,Briançon,Stage with mountain(s),Henri Pélissier,FRA
11,1923-07-14,1923,7,14,260.0,Briançon,Geneva,Stage with mountain(s),Henri Pélissier,FRA
12,1923-07-16,1923,7,16,377.0,Geneva,Strasbourg,Plain stage,Joseph Muller,FRA
13,1923-07-18,1923,7,18,300.0,Strasbourg,Metz,Plain stage,Romain Bellenger,FRA
14,1923-07-20,1923,7,20,433.0,Metz,Dunkerque,Plain stage,Félix Goethals,FRA
15,1923-07-22,1923,7,22,343.0,Dunkerque,Paris,Plain stage,Félix Goethals,FRA
1,1922-06-25,1922,6,25,388.0,Paris,Le Havre,Plain stage,Robert Jacquinot,FRA
2,1922-06-27,1922,6,27,364.0,Le Havre,Cherbourg,Plain stage,Romain Bellenger,FRA
3,1922-06-29,1922,6,29,405.0,Cherbourg,Brest,Plain stage,Robert Jacquinot,FRA
4,1922-07-01,1922,7,1,412.0,Brest,Les Sables d'Olonne,Plain stage,Philippe Thys,BEL
5,1922-07-03,1922,7,3,482.0,Les Sables d'Olonne,Bayonne,Plain stage,Jean Alavoine,FRA
6,1922-07-05,1922,7,5,326.0,Bayonne,Luchon,Stage with mountain(s),Jean Alavoine,FRA
7,1922-07-07,1922,7,7,323.0,Luchon,Perpignan,Stage with mountain(s),Jean Alavoine,FRA
8,1922-07-09,1922,7,9,411.0,Perpignan,Toulon,Plain stage,Philippe Thys,BEL
9,1922-07-11,1922,7,11,284.0,Toulon,Nice,Stage with mountain(s),Philippe Thys,BEL
10,1922-07-13,1922,7,13,274.0,Nice,Briançon,Stage with mountain(s),Philippe Thys,BEL
11,1922-07-15,1922,7,15,260.0,Briançon,Geneva,Stage with mountain(s),Emile Masson},BEL
12,1922-07-17,1922,7,17,371.0,Geneva,Strasbourg,Plain stage,Emile Masson,BEL
13,1922-07-19,1922,7,19,300.0,Strasbourg,Metz,Plain stage,Federico Gay,ITA
14,1922-07-21,1922,7,21,433.0,Metz,Dunkerque,Plain stage,Félix Sellier,BEL
15,1922-07-23,1922,7,23,340.0,Dunkerque,Paris,Plain stage,Philippe Thys,BEL
1,1921-06-26,1921,6,26,388.0,Paris,Le Havre,Plain stage,Louis Mottiat,BEL
2,1921-06-28,1921,6,28,364.0,Le Havre,Cherbourg,Plain stage,Romain Bellenger,FRA
3,1921-06-30,1921,6,30,405.0,Cherbourg,Brest,Plain stage,Leon Scieur,BEL
4,1921-07-02,1921,7,2,412.0,Brest,Les Sables-d'Olonne,Plain stage,Louis Mottiat,BEL
5,1921-07-04,1921,7,4,482.0,Les Sables-d'Olonne,Bayonne,Plain stage,Louis Mottiat,BEL
6,1921-07-06,1921,7,6,326.0,Bayonne,Luchon,Stage with mountain(s),Hector Heusghem,BEL
7,1921-07-08,1921,7,8,323.0,Luchon,Perpignan,Stage with mountain(s),Louis Mottiat,BEL
8,1921-07-10,1921,7,10,411.0,Perpignan,Toulon,Plain stage,Luigi Lucotti,ITA
9,1921-07-12,1921,7,12,272.0,Toulon,Nice,Stage with mountain(s),Firmin Lambot,BEL
10,1921-07-14,1921,7,14,333.0,Nice,Grenoble,Stage with mountain(s),Leon Scieur,BEL
11,1921-07-16,1921,7,16,325.0,Grenoble,Geneva,Stage with mountain(s),Félix Goethals,FRA
12,1921-07-18,1921,7,18,371.0,Geneva,Strasbourg,Plain stage,Honoré Barthélemy,FRA
13,1921-07-20,1921,7,20,300.0,Strasbourg,Metz,Plain stage,Félix Sellier,BEL
14,1921-07-22,1921,7,22,433.0,Metz,Dunkerque,Plain stage,Félix Goethals,FRA
15,1921-07-24,1921,7,24,340.0,Dunkerque,Paris,Plain stage,Félix Goethals,FRA
1,1920-06-27,1920,6,27,388.0,Paris,Le Havre,Plain stage,Louis Mottiat,BEL
2,1920-06-29,1920,6,29,364.0,Le Havre,Cherbourg,Plain stage,Philippe Thys,BEL
3,1920-07-01,1920,7,1,405.0,Cherbourg,Brest,Plain stage,Henri Pélissier,FRA
4,1920-07-03,1920,7,3,412.0,Brest,Les Sables d'Olonne,Plain stage,Henri Pélissier,FRA
5,1920-07-05,1920,7,5,482.0,Les Sables d'Olonne,Bayonne,Plain stage,Firmin Lambot,BEL
6,1920-07-07,1920,7,7,326.0,Bayonne,Luchon,Stage with mountain,Firmin Lambot,BEL
7,1920-07-09,1920,7,9,323.0,Luchon,Perpignan,Stage with mountain,Jean Rossius,BEL
8,1920-07-11,1920,7,11,325.0,Perpignan,Aix-en-Provence,Plain stage,Louis Heusghem,BEL
9,1920-07-14,1920,7,14,356.0,Aix-en-Provence,Nice,Stage with mountain,Philippe Thys,BEL
10,1920-07-16,1920,7,16,333.0,Nice,Grenoble,Stage with mountain,Hector Heusghem,BEL
11,1920-07-18,1920,7,18,362.0,Grenoble,Gex,Stage with mountain,Léon Scieur,BEL
12,1920-07-20,1920,7,20,354.0,Gex,Strasbourg,Plain stage,Philippe Thys,BEL
13,1920-07-22,1920,7,22,300.0,Strasbourg,Metz,Plain stage,Philippe Thys,BEL
14,1920-07-24,1920,7,24,433.0,Metz,Dunkerque,Plain stage,Félix Goethals,FRA
15,1920-07-27,1920,7,27,340.0,Dunkerque,Paris,Plain stage,Jean Rossius,BEL
1,1919-06-29,1919,6,29,388.0,Paris,Le Havre,Plain stage,Jean Rossius,BEL
2,1919-07-01,1919,7,1,364.0,Le Havre,Cherbourg,Plain stage,Henri Pélissier,FRA
3,1919-07-03,1919,7,3,405.0,Cherbourg,Brest,Plain stage,Francis Pélissier,FRA
4,1919-07-05,1919,7,5,412.0,Brest,Les Sables-d'Olonne,Plain stage,Jean Alavoine,FRA
5,1919-07-07,1919,7,7,482.0,Les Sables-d'Olonne,Bayonne,Plain stage,Jean Alavoine,FRA
6,1919-07-09,1919,7,9,326.0,Bayonne,Luchon,Stage with mountain,Honore Barthelemy,FRA
7,1919-07-11,1919,7,11,323.0,Luchon,Perpignan,Stage with mountain,Jean Alavoine,FRA
8,1919-07-13,1919,7,13,370.0,Perpignan,Marseille,Plain stage,Jean Alavoine,FRA
9,1919-07-15,1919,7,15,338.0,Marseille,Nice,Stage with mountain,Honoré Barthélemy,FRA
10,1919-07-17,1919,7,17,333.0,Nice,Grenoble,Stage with mountain,Honoré Barthélemy,FRA
11,1919-07-19,1919,7,19,325.0,Grenoble,Geneva,Stage with mountain,Honoré Barthélemy,FRA
12,1919-07-21,1919,7,21,371.0,Geneva,Strasbourg,Stage with mountain,Luigi Lucotti,ITA
13,1919-07-23,1919,7,23,315.0,Strasbourg,Metz,Plain stage,Luigi Lucotti,ITA
14,1919-07-25,1919,7,25,468.0,Metz,Dunkerque,Plain stage,Firmin Lambot,BEL
15,1919-07-27,1919,7,27,340.0,Dunkerque,Paris,Plain stage,Jean Alavoine,FRA
1,1914-06-28,1914,6,28,388.0,Paris,Le Havre,Plain stage,Philippe Thys,BEL
2,1914-06-30,1914,6,30,364.0,Le Havre,Cherbourg,Plain stage,Jean Rossius,BEL
3,1914-07-02,1914,7,2,405.0,Cherbourg,Brest,Plain stage,Emile Engel,FRA
4,1914-07-04,1914,7,4,470.0,Brest,La Rochelle,Plain stage,Oscar Egg,SUI
5,1914-07-06,1914,7,6,376.0,La Rochelle,Bayonne,Plain stage,Oscar Egg,SUI
6,1914-07-08,1914,7,8,326.0,Bayonne,Luchon,Stage with mountain(s),Firmin Lambot,BEL
7,1914-07-10,1914,7,10,323.0,Luchon,Perpignan,Stage with mountain(s),Jean Alavoine,FRA
8,1914-07-12,1914,7,12,370.0,Perpignan,Marseille,Plain stage,Octave Lapize,FRA
9,1914-07-14,1914,7,14,338.0,Marseille,Nice,Stage with mountain(s),Jean Rossius,BEL
10,1914-07-16,1914,7,16,323.0,Nice,Grenoble,Stage with mountain(s),Henri Pélissier,FRA
11,1914-07-18,1914,7,18,325.0,Grenoble,Geneva,Stage with mountain(s),Gustave Garrigou,FRA
12,1914-07-20,1914,7,20,325.0,Geneva,Belfort,Stage with mountain(s),Henri Pélissier,FRA
13,1914-07-22,1914,7,22,325.0,Belfort,Longwy,Stage with mountain(s),François Faber,LUX
14,1914-07-24,1914,7,24,390.0,Longwy,Dunkerque,Plain stage,François Faber,LUX
15,1914-07-26,1914,7,26,340.0,Dunkerque,Paris,Plain stage,Henri Pélissier,FRA
1,1913-06-29,1913,6,29,388.0,Paris,Le Havre,Plain stage,Giovanni Micheletto,ITA
2,1913-07-01,1913,7,1,364.0,Le Havre,Cherbourg,Plain stage,Jules Masselis,BEL
3,1913-07-03,1913,7,3,405.0,Cherbourg,Brest,Plain stage,Henri Pelissier,FRA
4,1913-07-05,1913,7,5,470.0,Brest,La Rochelle,Plain stage,Marcel Buysse,BEL
5,1913-07-07,1913,7,7,379.0,La Rochelle,Bayonne,Plain stage,Henri Van Lerberghe,BEL
6,1913-07-09,1913,7,9,326.0,Bayonne,Luchon,Stage with mountain(s),Philippe Thys,BEL
7,1913-07-11,1913,7,11,324.0,Luchon,Perpignan,Stage with mountain(s),Marcel Buysse,BEL
8,1913-07-13,1913,7,13,325.0,Perpignan,Aix-en-Provence,Plain stage,Gustave Garrigou,FRA
9,1913-07-15,1913,7,15,356.0,Aix-en-Provence,Nice,Stage with mountain(s),Firmin Lambot,BEL
10,1913-07-17,1913,7,17,333.0,Nice,Grenoble,Stage with mountain(s),Francois Faber,LUX
11,1913-07-19,1913,7,19,325.0,Grenoble,Geneva,Stage with mountain(s),Marcel Buysse,BEL
12,1913-07-21,1913,7,21,335.0,Geneva,Belfort,Stage with mountain(s),Marcel Buysse,BEL
13,1913-07-23,1913,7,23,325.0,Belfort,Longwy,Stage with mountain(s),François Faber,LUX
14,1913-07-25,1913,7,25,393.0,Longwy,Dunkerque,Plain stage,Marcel Buysse,BEL
15,1913-07-27,1913,7,27,340.0,Dunkerque,Paris,Plain stage,Marcel Buysse,BEL
1,1912-06-30,1912,6,30,351.0,Paris,Dunkerque,Plain stage,Charles Crupelandt,FRA
2,1912-07-02,1912,7,2,388.0,Dunkerque,Longwy,Plain stage,Odile Defraye,BEL
3,1912-07-04,1912,7,4,331.0,Longwy,Belfort,Stage with mountain(s),Eugène Christophe,FRA
4,1912-07-06,1912,7,6,344.0,Belfort,Chamonix,Stage with mountain(s),Eugène Christophe,FRA
5,1912-07-08,1912,7,8,366.0,Chamonix,Grenoble,Stage with mountain(s),Eugène Christophe,FRA
6,1912-07-10,1912,7,10,323.0,Grenoble,Nice,Stage with mountain(s),Octave Lapize,FRA
7,1912-07-12,1912,7,12,334.0,Nice,Marseille,Stage with mountain(s),Odile Defraye,BEL
8,1912-07-14,1912,7,14,335.0,Marseille,Perpignan,Plain stage,Vicenzo Borgarello,ITA
9,1912-07-16,1912,7,16,289.0,Perpignan,Luchon,Stage with mountain(s),Odile Defraye,BEL
10,1912-07-18,1912,7,18,326.0,Luchon,Bayonne,Stage with mountain(s),Louis Mottiat,BEL
11,1912-07-20,1912,7,20,379.0,Bayonne,La Rochelle,Plain stage,Jean Alavoine,FRA
12,1912-07-21,1912,7,21,470.0,La Rochelle,Brest,Plain stage,Louis Heusghem,BEL
13,1912-07-24,1912,7,24,405.0,Brest,Cherbourg,Plain stage,Jean Alavoine,FRA
14,1912-07-26,1912,7,26,361.0,Cherbourg,Le Havre,Plain stage,Vicenzo Borgarello,ITA
15,1912-07-28,1912,7,28,317.0,Le Havre,Paris,Plain stage,Jean Alavoine,FRA
1,1911-07-02,1911,7,2,351.0,Paris,Dunkerque,Plain stage,Gustave Garrigou,FRA
2,1911-07-04,1911,7,4,388.0,Dunkerque,Longwy,Plain stage,Jules Masselis,BEL
3,1911-07-06,1911,7,6,331.0,Longwy,Belfort,Stage with mountain(s),François Faber,LUX
4,1911-07-08,1911,7,8,344.0,Belfort,Chamonix,Stage with mountain(s),Charles Crupelandt,FRA
5,1911-07-10,1911,7,10,366.0,Chamonix,Grenoble,Stage with mountain(s),Émile Georget,FRA
6,1911-07-12,1911,7,12,348.0,Grenoble,Nice,Stage with mountain(s),François Faber,LUX
7,1911-07-14,1911,7,14,334.0,Nice,Marseille,Stage with mountain(s),Charles Crupelandt,FRA
8,1911-07-16,1911,7,16,335.0,Marseille,Perpignan,Plain stage,Paul Duboc,FRA
9,1911-07-18,1911,7,18,289.0,Perpignan,Luchon,Stage with mountain(s),Paul Duboc,FRA
10,1911-07-20,1911,7,20,326.0,Luchon,Bayonne,Stage with mountain(s),Maurice Brocco[n 2],FRA
11,1911-07-22,1911,7,22,379.0,Bayonne,La Rochelle,Plain stage,Paul Duboc,FRA
12,1911-07-23,1911,7,23,470.0,La Rochelle,Brest,Plain stage,Marcel Godivier,FRA
13,1911-07-26,1911,7,26,405.0,Brest,Cherbourg,Plain stage,Gustave Garrigou,FRA
14,1911-07-28,1911,7,28,361.0,Cherbourg,Le Havre,Plain stage,Paul Duboc,FRA
15,1911-07-30,1911,7,30,317.0,Le Havre,Paris,Plain stage,Marcel Godivier,FRA
1,1910-07-03,1910,7,3,269.0,Paris,Roubaix,Plain stage,Charles Crupelandt,FRA
2,1910-07-05,1910,7,5,398.0,Roubaix,Metz,Plain stage,François Faber,LUX
3,1910-07-07,1910,7,7,259.0,Metz,Belfort,Stage with mountain(s),Emile Georget,FRA
4,1910-07-09,1910,7,9,309.0,Belfort,Lyon,Stage with mountain(s),François Faber,LUX
5,1910-07-11,1910,7,11,311.0,Lyon,Grenoble,Stage with mountain(s),Octave Lapize,FRA
6,1910-07-13,1910,7,13,345.0,Grenoble,Nice,Stage with mountain(s),Julien Maitron,FRA
7,1910-07-15,1910,7,15,345.0,Nice,Nîmes,Plain stage,François Faber,LUX
8,1910-07-17,1910,7,17,216.0,Nîmes,Perpignan,Plain stage,Georges Paulmier,FRA
9,1910-07-19,1910,7,19,289.0,Perpignan,Luchon,Stage with mountain(s),Octave Lapize,FRA
10,1910-07-21,1910,7,21,326.0,Luchon,Bayonne,Stage with mountain(s),Octave Lapize,FRA
11,1910-07-23,1910,7,23,269.0,Bayonne,Bordeaux,Plain stage,Ernest Paul,FRA
12,1910-07-25,1910,7,25,391.0,Bordeaux,Nantes,Plain stage,Louis Trousselier,FRA
13,1910-07-27,1910,7,27,321.0,Nantes,Brest,Plain stage,Gustave Garrigou,FRA
14,1910-07-29,1910,7,29,424.0,Brest,Caen,Plain stage,Octave Lapize,FRA
15,1910-07-31,1910,7,31,262.0,Caen,Paris,Plain stage,Ernesto Azzini,ITA
1,1909-07-05,1909,7,5,272.0,Paris,Roubaix,Plain stage,Cyrille van Hauwaert,BEL
2,1909-07-07,1909,7,7,398.0,Roubaix,Metz,Plain stage,François Faber,LUX
3,1909-07-09,1909,7,9,259.0,Metz,Belfort,Stage with mountain(s),François Faber,LUX
4,1909-07-11,1909,7,11,309.0,Belfort,Lyon,Stage with mountain(s),François Faber,LUX
5,1909-07-13,1909,7,13,311.0,Lyon,Grenoble,Stage with mountain(s),François Faber,LUX
6,1909-07-15,1909,7,15,346.0,Grenoble,Nice,Stage with mountain(s),François Faber,LUX
7,1909-07-17,1909,7,17,345.0,Nice,Nîmes,Plain stage,Ernest Paul,FRA
8,1909-07-19,1909,7,19,303.0,Nîmes,Toulouse,Plain stage,Jean Alavoine,FRA
9,1909-07-21,1909,7,21,299.0,Toulouse,Bayonne,Plain stage,Constant Ménager,FRA
10,1909-07-23,1909,7,23,269.0,Bayonne,Bordeaux,Plain stage,François Faber,LUX
11,1909-07-25,1909,7,25,391.0,Bordeaux,Nantes,Plain stage,Louis Trousselier,FRA
12,1909-07-27,1909,7,27,321.0,Nantes,Brest,Plain stage,Gustave Garrigou,FRA
13,1909-07-29,1909,7,29,424.0,Brest,Caen,Plain stage,Paul Duboc,FRA
14,1909-08-01,1909,8,1,250.0,Caen,Paris,Plain stage,Jean Alavoine,FRA
1,1908-07-13,1908,7,13,272.0,Paris,Roubaix,Plain stage,Georges Passerieu,FRA
2,1908-07-15,1908,7,15,398.0,Roubaix,Metz,Plain stage,Lucien Petit-Breton,FRA
3,1908-07-17,1908,7,17,259.0,Metz,Belfort,Stage with mountain(s),François Faber,LUX
4,1908-07-19,1908,7,19,309.0,Belfort,Lyon,Stage with mountain(s),François Faber,LUX
5,1908-07-21,1908,7,21,311.0,Lyon,Grenoble,Stage with mountain(s),Georges Passerieu,FRA
6,1908-07-23,1908,7,23,345.0,Grenoble,Nice,Stage with mountain(s),Jean-Baptiste Dortignacq,FRA
7,1908-07-25,1908,7,25,354.0,Nice,Nîmes,Plain stage,Lucien Petit-Breton,FRA
8,1908-07-27,1908,7,27,303.0,Nîmes,Toulouse,Plain stage,François Faber,LUX
9,1908-07-29,1908,7,29,299.0,Toulouse,Bayonne,Plain stage,Lucien Petit-Breton,FRA
10,1908-07-31,1908,7,31,269.0,Bayonne,Bordeaux,Plain stage,Georges Paulmier,FRA
11,1908-08-02,1908,8,2,391.0,Bordeaux,Nantes,Plain stage,Lucien Petit-Breton,FRA
12,1908-08-04,1908,8,4,321.0,Nantes,Brest,Plain stage,François Faber,LUX
13,1908-08-06,1908,8,6,415.0,Brest,Caen,Plain stage,Georges Passerieu,FRA
14,1908-08-09,1908,8,9,251.0,Caen,Paris,Plain stage,Lucien Petit-Breton,FRA
1,1907-07-08,1907,7,8,272.0,Paris,Roubaix,Plain stage,Louis Trousselier,FRA
2,1907-07-10,1907,7,10,398.0,Roubaix,Metz,Plain stage,Emile Georget[n 2] Louis Trousselier[n 2],"c(""FRA"", ""FRA"")"
3,1907-07-12,1907,7,12,259.0,Metz,Belfort,Stage with mountain(s),Emile Georget,FRA
4,1907-07-14,1907,7,14,309.0,Belfort,Lyon,Stage with mountain(s),Marcel Cadolle,FRA
5,1907-07-16,1907,7,16,311.0,Lyon,Grenoble,Stage with mountain(s),Emile Georget,FRA
6,1907-07-18,1907,7,18,345.0,Grenoble,Nice,Stage with mountain(s),Georges Passerieu,FRA
7,1907-07-20,1907,7,20,345.0,Nice,Nîmes,Plain stage,Emile Georget,FRA
8,1907-07-22,1907,7,22,303.0,Nîmes,Toulouse,Plain stage,Emile Georget,FRA
9,1907-07-24,1907,7,24,299.0,Toulouse,Bayonne,Plain stage,Lucien Petit-Breton,FRA
10,1907-07-26,1907,7,26,269.0,Bayonne,Bordeaux,Plain stage,Gustave Garrigou,FRA
11,1907-07-28,1907,7,28,391.0,Bordeaux,Nantes,Plain stage,Lucien Petit-Breton,FRA
12,1907-07-30,1907,7,30,321.0,Nantes,Brest,Plain stage,Gustave Garrigou,FRA
13,1907-08-01,1907,8,1,415.0,Brest,Caen,Plain stage,Emile Georget,FRA
14,1907-08-04,1907,8,4,251.0,Caen,Paris,Plain stage,Georges Passerieu,FRA
1,1906-07-04,1906,7,4,275.0,Paris,Lille,Plain stage,Emile Georget,FRA
2,1906-07-06,1906,7,6,400.0,Douai,Nancy,Plain stage,René Pottier,FRA
3,1906-07-08,1906,7,8,416.0,Nancy,Dijon,Stage with mountain(s),René Pottier,FRA
4,1906-07-10,1906,7,10,311.0,Dijon,Grenoble,Plain stage,René Pottier,FRA
5,1906-07-12,1906,7,12,345.0,Grenoble,Nice,Stage with mountain(s),René Pottier,FRA
6,1906-07-14,1906,7,14,292.0,Nice,Marseille,Plain stage,Georges Passerieu,FRA
